ph_8_53,,
Wavelength (nm),Intensity (a.u.),
598.9699707,6.646938801,
600,6.756331921,
601.0200195,6.489691257,
602.0499878,6.275597095,
602.9400024,6.570808411,
603.9699707,5.993142605,
605,6.009045124,
606.0200195,5.982345104,
607.0499878,6.245284557,
607.9400024,6.195660114,
608.9699707,5.777827263,
610,5.526516438,
611.0100098,5.846042156,
612.0200195,5.810333729,
613.039978,5.909603596,
614.0499878,5.677306175,
615.0700073,5.549161434,
615.9400024,5.427421093,
616.9500122,5.514689445,
617.9699707,5.454927921,
618.9799805,5.448541641,
620,5.353309155,
621.0100098,5.465734005,
622.0200195,5.495788574,
623.039978,5.48253727,
624.0499878,5.365731716,
625.0700073,5.631550789,
625.9400024,5.605853081,
626.9500122,5.668934345,
627.9699707,5.610876083,
628.9799805,5.448977947,
630,5.447969437,
631.0100098,5.909205437,
632.0200195,5.837244987,
633.039978,6.103985786,
634.0499878,5.873001575,
635.0700073,6.007541656,
635.9400024,6.260305405,
636.9500122,6.776553631,
637.9699707,6.902865887,
638.9799805,7.250315666,
640,7.485996723,
641.0100098,8.147211075,
642.0200195,8.73418045,
643.039978,9.458289146,
644.0499878,10.35243416,
645.0700073,10.99866104,
645.9400024,12.09335136,
646.9500122,13.06735134,
647.9699707,14.59999084,
648.9799805,16.55592918,
650,18.8989315,
651.0100098,21.27736282,
652.0200195,24.03572464,
653.039978,27.80105209,
654.0499878,32.378479,
655.0700073,37.61942291,
655.9400024,42.30979156,
656.9500122,48.21744919,
657.9699707,55.35358429,
658.9799805,62.96309662,
660,73.97120667,
661,85.12982178,
662,98.72975159,
663,112.6941528,
664,128.5305328,
665,143.8267822,
666,159.9105225,
667,180.0829926,
668,201.006546,
669,221.2567291,
670,241.1691742,
671,260.5655823,
672,280.3399658,
673,297.6803284,
674,308.5412292,
675,322.695343,
676,332.960083,
677,344.288208,
678,346.8422241,
679,349.9488525,
680,350.3716736,
681,347.4898376,
682,342.0881042,
683,335.1665955,
684,329.3156738,
685,320.6564636,
686,308.3476257,
687,297.2640381,
688,290.3365479,
689,281.0033569,
690,271.8844604,
691,262.6578979,
692,254.8618011,
693,244.8186646,
694,234.7040405,
695,229.3631439,
696,220.9229126,
697,214.5822296,
698,209.0944672,
699,203.8906555,
700,196.7612152,
700.9799805,188.3791199,
701.9699707,181.6087036,
702.9500122,175.8656464,
703.9400024,171.0797729,
705.0700073,165.2308807,
706.0499878,159.6104736,
707.039978,155.3267365,
708.0200195,149.8626099,
709.0100098,144.2491302,
710,140.8809052,
711,137.2284393,
712,133.6193542,
713,130.2781372,
714,124.8560867,
715,122.7196884,
716,119.2977524,
717,117.0364838,
718,113.4087219,
719,110.8199921,
720,110.6281052,
720.9799805,108.7431564,
721.9699707,106.2154007,
722.9500122,105.8643494,
723.9400024,103.5730057,
725.0700073,102.3379745,
726.0499878,101.426033,
727.039978,98.97054291,
728.0200195,97.29621124,
729.0100098,95.05876923,
730,94.32749939,
730.9699707,93.38924408,
731.9400024,91.70467377,
733.0499878,91.07387543,
734.0200195,88.84092712,
735,87.02405548,
735.9699707,85.95490265,
736.9400024,83.80000305,
738.0499878,82.94172668,
739.0200195,80.01192474,
740,77.52446747,
740.9799805,75.55447388,
741.9699707,75.20467377,
742.9500122,73.41181183,
743.9400024,71.29813385,
745.0700073,70.80464172,
746.0499878,68.60401917,
747.039978,67.04525757,
748.0200195,64.8423996,
749.0100098,63.1509285,
750,61.89512253,
750.9699707,60.87735748,
751.9400024,58.71623611,
753.0499878,56.83295059,
754.0200195,55.48320389,
755,53.58127213,
755.9699707,51.7000351,
756.9400024,51.15516281,
758.0499878,48.54821777,
759.0200195,47.23747635,
760,45.63412857,
760.9699707,44.75101089,
761.9400024,42.86849594,
763.0499878,41.86981964,
764.0200195,40.52526474,
765,38.39995575,
765.9699707,37.31974411,
766.9400024,37.01186371,
768.0499878,34.99471664,
769.0200195,33.75064087,
770,32.13430023,
770.9699707,31.46284866,
771.9400024,30.49012375,
773.0499878,29.45726585,
774.0200195,28.35756874,
775,27.23316383,
775.9699707,26.24123192,
776.9400024,25.42426491,
778.0499878,24.97720146,
779.0200195,23.66514587,
780,23.03775024,
780.9500122,23.05107307,
782.0499878,22.38785934,
783.0100098,21.24032784,
783.9699707,21.22808838,
785.0599976,20.33774376,
786.0200195,19.97242737,
786.9799805,19.44076538,
787.9400024,19.05158615,
789.039978,18.88621521,
790,18.17399216,
790.9500122,18.18705368,
792.0499878,18.04750824,
793.0100098,17.46272087,
793.9699707,17.39704514,
795.0599976,17.12592506,
796.0200195,17.16050529,
796.9799805,16.47160339,
797.9400024,16.49287987,
799.039978,16.29708099,
800,15.87343788,

